masked_customer_id,highbrow_wines_prediction,prediction_probability
342839,0,0.025
342844,0,0.025
342858,0,0.119
342861,0,0.025
342898,0,0.025
342913,1,0.910
342922,1,0.982
342961,0,0.025
342970,0,0.025
342976,1,0.910
342995,0,0.025
343013,0,0.025
343036,0,0.119
343085,0,0.025
343119,0,0.025
343120,0,0.025
343127,0,0.025
343140,0,0.025
343148,0,0.025
343161,0,0.025
343175,0,0.025
343187,0,0.025
343193,0,0.025
343198,1,0.910
343218,0,0.025
343224,0,0.025
343241,0,0.025
343280,0,0.025
343284,0,0.025
343293,0,0.025
343326,0,0.025
343342,0,0.025
343344,1,0.982
343396,0,0.025
343418,0,0.025
343445,0,0.025
343450,0,0.025
343451,0,0.025
343469,0,0.025
343471,0,0.025
343484,0,0.119
343497,0,0.025
343498,0,0.025
343505,0,0.025
343511,0,0.025
343514,0,0.025
343526,0,0.025
343527,0,0.025
343538,0,0.025
343546,0,0.025
343575,0,0.025
343599,0,0.025
343627,0,0.025
343641,0,0.025
343650,0,0.025
343673,0,0.025
343699,0,0.025
343703,0,0.025
343726,0,0.119
343731,0,0.119
343755,0,0.025
343765,0,0.025
343809,0,0.025
343824,0,0.025
343825,0,0.025
343832,0,0.025
343847,0,0.025
343849,0,0.025
343851,0,0.025
343859,0,0.025
343862,1,0.910
343872,0,0.025
343902,0,0.025
343903,0,0.119
343909,0,0.025
343911,1,0.982
343915,1,0.982
343935,0,0.025
343943,0,0.025
343945,0,0.025
343947,1,0.910
343951,0,0.025
343994,0,0.025
343997,0,0.025
344017,0,0.025
344028,0,0.025
344059,0,0.025
344076,0,0.025
344092,0,0.119
344100,0,0.025
344101,0,0.025
344108,0,0.025
344152,0,0.119
344159,0,0.025
344161,0,0.025
344166,0,0.025
344204,0,0.025
344229,0,0.025
344264,0,0.025
344266,0,0.025
344280,0,0.025
344284,0,0.025
344290,1,0.910
344297,0,0.025
344300,0,0.025
344318,0,0.025
344325,0,0.119
344342,0,0.025
344348,0,0.025
344357,0,0.025
344408,0,0.025
344423,0,0.025
344461,0,0.025
344473,0,0.025
344490,0,0.119
344492,0,0.025
344549,0,0.119
344579,0,0.025
344602,0,0.025
344621,0,0.025
344661,0,0.025
344664,0,0.025
344670,1,0.910
344684,0,0.025
344699,0,0.025
344731,0,0.025
344753,0,0.025
344764,0,0.025
344779,0,0.119
344795,0,0.025
344821,0,0.025
344847,0,0.025
344854,0,0.025
344875,0,0.119
344883,0,0.025
344889,0,0.025
344897,0,0.025
344933,0,0.025
344935,0,0.025
344938,0,0.025
344952,0,0.025
344957,0,0.025
345012,0,0.025
345068,0,0.025
345072,0,0.025
345077,0,0.025
345079,0,0.025
345084,0,0.025
345090,0,0.119
345094,1,0.910
345097,0,0.025
345120,0,0.025
345144,0,0.025
345201,1,0.910
345206,0,0.119
345212,0,0.025
345222,0,0.025
345223,0,0.025
345249,0,0.025
345257,0,0.119
345292,0,0.025
345309,0,0.025
345318,0,0.025
345345,0,0.025
345347,0,0.025
345354,0,0.025
345375,0,0.025
345376,0,0.025
345380,0,0.025
345388,0,0.025
345401,0,0.025
345411,0,0.025
345425,1,0.910
345505,0,0.119
345509,0,0.025
345570,0,0.025
345574,0,0.025
345580,0,0.025
345600,0,0.025
345610,1,0.982
345633,1,0.910
345649,0,0.025
345675,0,0.025
345724,0,0.025
345747,0,0.025
345756,0,0.025
345761,1,0.910
345775,0,0.025
345793,0,0.025
345810,0,0.025
345852,0,0.025
345890,0,0.025
345935,0,0.025
345936,1,0.982
345964,0,0.025
345984,0,0.025
345988,0,0.025
345991,1,0.910
346008,0,0.025
346067,0,0.025
346082,0,0.025
346113,0,0.119
346119,0,0.025
346121,0,0.025
346156,0,0.025
346161,0,0.025
346190,0,0.025
346195,0,0.025
346197,0,0.025
346233,1,0.910
346239,0,0.025
346257,0,0.025
346261,0,0.025
346268,0,0.025
346320,0,0.025
346343,0,0.025
346415,0,0.025
346421,0,0.025
346428,0,0.025
346466,0,0.025
346492,0,0.025
346521,1,0.910
346529,1,0.910
346544,0,0.025
346545,0,0.025
346548,0,0.025
346585,0,0.025
346594,0,0.025
346603,0,0.025
346605,0,0.025
346621,0,0.119
346622,0,0.025
346635,0,0.025
346647,0,0.025
346650,0,0.025
346662,0,0.025
346666,0,0.025
346698,0,0.119
346724,0,0.025
346783,0,0.025
346794,0,0.025
346796,0,0.025
346831,0,0.025
346903,0,0.025
346922,0,0.025
346932,0,0.025
346945,1,0.910
346955,0,0.025
346998,0,0.025
347004,0,0.025
347039,0,0.025
347047,0,0.025
347051,0,0.025
347058,0,0.025
347070,0,0.025
347090,0,0.025
347104,0,0.025
347105,0,0.025
347106,0,0.025
347114,0,0.025
347120,0,0.025
347134,0,0.119
347141,0,0.025
347165,0,0.025
347178,0,0.025
347179,0,0.025
347210,0,0.025
347216,0,0.025
347246,0,0.025
347251,0,0.025
347264,0,0.025
347280,0,0.025
347284,0,0.025
347317,0,0.025
347329,0,0.025
347346,0,0.025
347417,0,0.025
347430,1,0.910
347464,0,0.025
347487,0,0.025
347489,0,0.025
347495,0,0.025
347510,0,0.025
347631,0,0.025
347649,0,0.025
347683,1,0.982
347687,0,0.025
347690,0,0.025
347805,0,0.025
347808,0,0.025
347829,1,0.910
347833,0,0.025
347927,0,0.119
347947,0,0.025
347949,0,0.025
347972,0,0.025
348021,0,0.025
348050,0,0.025
348063,0,0.025
348065,0,0.025
348076,0,0.119
348097,0,0.025
348108,0,0.025
348114,0,0.025
348131,0,0.025
348173,0,0.025
348189,0,0.025
348199,0,0.025
348208,0,0.025
348229,0,0.025
348239,0,0.119
348254,0,0.025
348278,0,0.025
348279,0,0.025
348325,1,0.910
348339,1,0.982
348341,0,0.025
348381,0,0.025
348393,0,0.025
348414,0,0.025
348436,0,0.025
348444,0,0.025
348471,0,0.025
348472,1,0.910
348478,0,0.025
348487,0,0.025
348514,0,0.025
348515,0,0.025
348519,0,0.025
348530,0,0.025
348534,0,0.025
348548,0,0.025
348571,1,0.910
348594,0,0.025
348605,0,0.025
348607,0,0.025
348621,0,0.025
348622,1,0.910
348625,0,0.025
348642,0,0.025
348661,0,0.025
348669,0,0.025
348678,0,0.025
348679,0,0.025
348690,0,0.025
348722,0,0.025
348723,0,0.025
348774,0,0.025
348791,0,0.025
348801,0,0.025
348805,0,0.025
348847,0,0.119
348855,0,0.025
348868,0,0.025
348872,0,0.025
348900,0,0.025
348903,0,0.025
348913,0,0.025
348924,0,0.025
348956,0,0.025
348979,0,0.025
348990,0,0.025
348994,1,0.982
349007,0,0.025
349016,0,0.025
349036,0,0.025
349040,0,0.025
349048,0,0.025
349053,0,0.025
349056,1,0.910
349079,0,0.025
349088,0,0.025
349103,0,0.025
349118,0,0.025
349125,0,0.025
349131,0,0.025
349146,1,0.910
349172,0,0.025
349205,0,0.025
349210,0,0.025
349212,0,0.025
349213,0,0.025
349216,0,0.025
349226,0,0.025
349235,0,0.025
349301,0,0.025
349308,0,0.025
349309,0,0.025
349318,0,0.025
349371,1,0.982
349384,0,0.025
349388,0,0.025
349427,0,0.025
349448,0,0.025
349456,0,0.025
349457,0,0.025
349460,1,0.910
349492,0,0.025
349506,1,0.910
349509,0,0.025
349516,0,0.025
349521,0,0.025
349559,0,0.025
349606,0,0.025
349624,0,0.025
349633,0,0.025
349682,0,0.025
349705,0,0.025
349719,0,0.025
349725,0,0.025
349728,0,0.025
349791,0,0.119
349830,0,0.025
349857,0,0.025
349859,0,0.025
349903,0,0.025
349914,0,0.025
349940,0,0.025
349962,0,0.025
349968,0,0.025
349982,0,0.025
350012,0,0.025
350101,0,0.025
350105,0,0.025
350115,0,0.025
350116,0,0.025
350125,0,0.025
350129,0,0.025
350138,0,0.025
350156,0,0.119
350186,0,0.025
350188,0,0.025
350201,0,0.025
350212,0,0.025
350225,0,0.119
350267,0,0.025
350271,0,0.025
350350,0,0.025
350387,0,0.025
350401,0,0.119
350410,0,0.025
350434,0,0.025
350445,0,0.025
350448,1,0.910
350459,0,0.025
350479,0,0.025
350505,0,0.025
350513,0,0.119
350536,0,0.025
350543,0,0.025
350546,0,0.025
350572,0,0.025
350580,0,0.025
350583,0,0.025
350597,0,0.025
350598,0,0.025
350627,0,0.025
350628,0,0.025
350634,0,0.025
350656,0,0.119
350692,0,0.025
350706,1,0.982
350715,0,0.119
350739,1,0.982
350747,0,0.025
350793,1,0.910
350807,0,0.025
350843,0,0.119
350857,0,0.025
350933,0,0.025
350955,0,0.025
350969,0,0.025
351279,0,0.025
351302,1,0.910
351355,1,0.910
351373,0,0.025
351398,0,0.025
351409,0,0.025
351411,0,0.025
351418,0,0.119
351464,0,0.025
351518,0,0.025
351535,0,0.025
351586,0,0.025
351646,0,0.025
351649,0,0.025
351655,0,0.025
351665,0,0.025
351695,0,0.025
351729,0,0.025
351742,1,0.910
351750,1,0.982
351761,0,0.025
351813,1,0.910
351828,0,0.025
351829,0,0.025
351833,0,0.025
351836,0,0.119
351844,0,0.025
351845,0,0.025
351869,0,0.025
351875,0,0.025
351882,0,0.025
351919,0,0.025
351927,0,0.025
351940,0,0.025
351969,0,0.025
351980,0,0.119
352005,1,0.910
352014,0,0.119
352024,1,0.982
352054,0,0.119
352066,0,0.025
352070,0,0.119
352080,0,0.025
352086,1,0.982
352120,0,0.025
352123,0,0.025
352127,0,0.025
352133,0,0.025
352143,0,0.025
352188,0,0.025
352196,0,0.025
352221,0,0.025
352239,0,0.025
352273,0,0.025
352311,0,0.025
352371,0,0.025
352373,0,0.025
352392,0,0.025
352398,0,0.025
352425,0,0.025
352448,0,0.025
352463,0,0.025
352485,0,0.025
352509,0,0.025
352513,0,0.025
352554,0,0.025
352632,1,0.910
352642,0,0.025
352647,0,0.025
352653,0,0.025
352693,0,0.025
352698,0,0.025
352709,0,0.025
352721,0,0.025
352769,0,0.025
352826,0,0.025
352837,1,0.910
352838,0,0.025
352839,0,0.025
352855,0,0.025
352889,0,0.025
352902,0,0.025
352910,1,0.910
352915,0,0.025
352919,0,0.025
352929,0,0.025
352932,0,0.025
352942,0,0.025
352965,0,0.025
353010,0,0.025
353014,0,0.025
353017,0,0.025
353019,0,0.025
353034,0,0.025
353047,0,0.025
353059,0,0.025
353068,0,0.025
353071,0,0.025
353086,0,0.025
353102,0,0.025
353161,0,0.025
353170,0,0.119
353177,0,0.119
353195,0,0.025
353257,0,0.025
353292,0,0.025
353317,0,0.025
353342,0,0.119
353344,0,0.025
353358,0,0.025
353371,0,0.025
353379,0,0.025
353398,0,0.025
353453,1,0.982
353456,0,0.025
353486,0,0.119
353509,0,0.025
353515,0,0.025
353548,0,0.025
353553,0,0.025
353562,1,0.910
353597,0,0.025
353619,0,0.025
353621,0,0.025
353624,0,0.025
353640,0,0.025
353644,0,0.025
353650,0,0.025
353671,0,0.025
353672,0,0.025
353675,0,0.025
353701,0,0.025
353709,0,0.119
353729,0,0.025
353746,0,0.025
353757,0,0.025
353761,0,0.025
353762,1,0.910
353786,0,0.025
353795,0,0.025
353801,0,0.025
353814,0,0.025
353827,0,0.025
353831,0,0.025
353850,0,0.025
353852,0,0.025
353856,0,0.025
353892,0,0.025
353894,0,0.025
353977,0,0.025
353986,0,0.025
353991,0,0.025
353995,0,0.025
353997,1,0.910
354006,0,0.025
354046,0,0.025
354050,0,0.025
354051,0,0.025
354057,0,0.025
354099,1,0.910
354103,0,0.025
354106,0,0.025
354118,0,0.025
354151,0,0.025
354154,1,0.982
354162,1,0.910
354171,0,0.025
354176,0,0.025
354191,0,0.025
354223,1,0.910
354225,0,0.025
354226,0,0.025
354260,1,0.982
354266,0,0.025
354279,0,0.025
354330,1,0.910
354333,0,0.025
354339,0,0.025
354352,0,0.025
354361,0,0.025
354372,0,0.025
354373,0,0.119
354384,0,0.025
354413,0,0.025
354414,0,0.025
354422,0,0.025
354435,0,0.025
354514,0,0.025
354570,0,0.025
354584,0,0.025
354636,0,0.025
354642,0,0.025
354656,0,0.025
354686,0,0.025
354694,0,0.025
354707,0,0.025
354740,0,0.025
354782,0,0.025
354810,0,0.119
354845,1,0.910
354887,1,0.982
354908,0,0.025
354934,0,0.025
354963,0,0.025
354965,0,0.025
354970,0,0.025
355002,1,0.982
355019,0,0.025
355062,0,0.025
355065,0,0.025
355087,0,0.025
355150,0,0.025
355211,1,0.910
355270,0,0.025
355276,0,0.025
355306,0,0.025
355315,0,0.025
355338,0,0.025
355373,0,0.025
355380,0,0.025
355384,0,0.025
355487,1,0.982
355500,0,0.025
355510,0,0.025
355524,0,0.119
355550,0,0.025
355552,0,0.119
355566,0,0.119
355574,0,0.025
355584,0,0.025
355597,0,0.025
355608,0,0.119
355621,0,0.025
355627,0,0.025
355638,0,0.025
355644,0,0.025
355660,0,0.025
355670,0,0.119
355691,0,0.025
355701,0,0.025
355727,0,0.025
355738,0,0.025
355751,0,0.025
355765,0,0.025
355772,0,0.025
355780,0,0.025
355797,1,0.910
355836,0,0.025
355840,0,0.025
355872,0,0.119
355875,0,0.119
355877,0,0.025
355890,0,0.025
355891,1,0.910
355898,1,0.982
355942,1,0.982
355954,0,0.025
355961,0,0.025
355967,1,0.910
355996,0,0.025
356001,0,0.025
356003,0,0.119
356004,0,0.025
356008,0,0.025
356028,0,0.025
356058,0,0.025
356071,0,0.025
356086,0,0.025
356095,0,0.025
356099,0,0.025
356101,0,0.025
356120,1,0.982
356127,0,0.025
356128,1,0.910
356161,0,0.025
356169,0,0.025
356203,0,0.025
356209,1,0.982
356231,0,0.025
356233,0,0.025
356234,0,0.025
356275,1,0.982
356318,0,0.025
356328,0,0.025
356329,0,0.119
356389,1,0.910
356432,0,0.025
356437,1,0.910
356443,0,0.025
356471,0,0.025
356478,0,0.025
356485,1,0.910
356509,0,0.025
356547,0,0.025
356556,0,0.025
356569,1,0.982
356583,1,0.982
356625,0,0.025
356640,0,0.025
356651,0,0.025
356654,0,0.025
356660,0,0.025
356661,0,0.025
356662,0,0.025
356680,0,0.025
356741,0,0.119
356767,0,0.025
356782,0,0.025
356794,0,0.025
356795,0,0.025
356832,0,0.025
356839,0,0.025
356845,0,0.025
356857,0,0.025
356894,0,0.025
356903,1,0.910
356906,0,0.025
356907,1,0.910
356917,0,0.119
356934,0,0.025
356950,0,0.025
357007,0,0.025
357018,1,0.982
357021,1,0.982
357112,0,0.025
357187,0,0.025
357217,1,0.910
357271,0,0.025
357295,0,0.025
357344,0,0.025
357356,1,0.910
357362,0,0.119
357367,0,0.025
357373,0,0.025
357382,0,0.025
357384,0,0.025
357390,0,0.119
357456,0,0.025
357459,0,0.025
357543,0,0.025
357554,0,0.025
357587,0,0.025
357616,0,0.025
357660,0,0.025
357664,0,0.025
357695,0,0.025
357789,0,0.025
357843,0,0.025
357883,0,0.025
357979,0,0.025
357996,1,0.910
357998,0,0.025
358020,0,0.025
358024,0,0.025
358029,0,0.025
358033,0,0.119
358058,0,0.025
358065,0,0.025
358071,0,0.025
358090,0,0.025
358097,0,0.025
358160,0,0.025
358199,0,0.025
358206,1,0.910
358230,0,0.025
358315,0,0.025
358350,0,0.025
358415,0,0.025
358446,0,0.025
358491,0,0.025
358502,0,0.025
358525,1,0.910
358576,0,0.025
358592,1,0.910
358602,0,0.025
358684,0,0.025
358741,0,0.025
358798,0,0.119
358839,0,0.025
358854,0,0.025
358861,0,0.025
358872,0,0.025
358889,0,0.025
358891,0,0.025
358894,0,0.025
358899,0,0.025
358908,0,0.025
358950,0,0.025
358963,0,0.025
358984,0,0.119
359079,0,0.025
359088,0,0.025
359089,0,0.025
359152,0,0.025
359167,0,0.025
359185,0,0.025
359219,0,0.025
359232,0,0.025
359255,0,0.025
359278,0,0.025
359279,0,0.025
359358,0,0.119
359377,0,0.025
359383,0,0.025
359384,0,0.025
359428,0,0.025
359440,0,0.025
359473,0,0.025
359526,1,0.982
359537,0,0.119
359629,0,0.025
359645,1,0.910
359649,0,0.025
359668,0,0.025
359679,0,0.025
359741,1,0.910
359831,0,0.025
359851,0,0.025
359855,0,0.025
359858,0,0.025
359874,0,0.025
359907,0,0.025
359908,0,0.025
359915,0,0.025
359920,0,0.025
359944,0,0.025
359953,0,0.025
359999,0,0.025
360028,0,0.025
360040,0,0.025
360046,0,0.119
360060,0,0.025
360078,0,0.119
360080,0,0.119
360100,1,0.910
360108,0,0.025
360126,0,0.025
360162,0,0.025
360171,0,0.025
360177,0,0.025
360233,0,0.025
360325,0,0.025
360343,0,0.025
360384,0,0.025
360390,0,0.119
360433,0,0.025
360465,0,0.025
360505,0,0.025
360506,0,0.025
360548,0,0.025
360570,1,0.910
360576,0,0.119
360581,0,0.025
360592,0,0.025
360614,0,0.025
360626,0,0.025
360648,0,0.025
360734,0,0.025
360792,0,0.025
360802,0,0.025
360844,0,0.025
360849,1,0.982
360876,0,0.025
360903,0,0.025
360921,1,0.982
361015,0,0.025
361038,0,0.025
361056,0,0.119
361066,0,0.025
361067,1,0.982
361087,0,0.025
361088,0,0.025
361135,0,0.025
361156,0,0.025
361164,0,0.119
361188,0,0.025
361191,0,0.025
361192,1,0.910
361236,0,0.025
361264,0,0.025
361266,0,0.025
361287,0,0.025
361304,0,0.025
361393,0,0.025
361398,0,0.025
361434,1,0.910
361444,0,0.025
361483,0,0.119
361506,0,0.025
361521,0,0.025
361550,0,0.025
361584,0,0.025
361611,0,0.025
361626,0,0.119
361629,0,0.025
361633,0,0.025
361647,1,0.910
361660,0,0.025
361716,0,0.025
361725,0,0.025
361788,0,0.025
361850,0,0.025
361913,1,0.910
361956,0,0.025
361963,0,0.025
362011,0,0.025
362025,0,0.025
362038,0,0.025
362061,0,0.025
362071,0,0.119
362072,0,0.025
362076,0,0.025
362107,0,0.025
362163,0,0.025
362168,1,0.910
362221,0,0.025
362228,0,0.119
362256,0,0.025
362290,0,0.025
362302,0,0.025
362334,0,0.119
362348,0,0.119
362364,0,0.025
362400,1,0.910
362406,0,0.025
362425,0,0.025
362488,0,0.025
362499,0,0.119
362501,0,0.025
362504,0,0.025
362505,0,0.025
362526,0,0.025
362531,0,0.025
362534,0,0.025
362542,0,0.025
362554,1,0.910
362564,0,0.025
362568,0,0.119
362620,0,0.025
362649,0,0.025
362670,0,0.025
362709,0,0.025
362726,0,0.025
362742,1,0.910
362778,0,0.025
362802,0,0.025
362833,0,0.025
362869,0,0.025
362874,0,0.025
362913,0,0.025
362927,0,0.119
362967,0,0.119
363040,0,0.119
363062,0,0.025
363073,0,0.025
363088,0,0.025
363089,0,0.119
363090,0,0.025
363105,0,0.025
363121,1,0.982
363128,0,0.119
363144,1,0.910
363166,1,0.910
363192,0,0.025
363195,1,0.910
363200,0,0.025
363202,0,0.119
363204,1,0.910
363223,1,0.910
363228,0,0.025
363236,0,0.025
363274,0,0.025
363288,0,0.025
363323,0,0.025
363332,0,0.119
363351,0,0.025
363352,0,0.025
363359,0,0.025
363365,0,0.119
363387,0,0.119
363407,0,0.025
363473,0,0.025
363484,0,0.025
363492,0,0.025
363520,0,0.025
363522,0,0.025
363526,0,0.025
363530,0,0.119
363550,0,0.025
363572,0,0.025
363576,0,0.025
363592,0,0.025
363593,0,0.025
363622,0,0.025
363626,0,0.119
363636,0,0.025
363639,0,0.119
363646,0,0.025
363697,0,0.025
363702,0,0.119
363738,0,0.025
363775,1,0.910
363782,0,0.025
363811,0,0.119
363840,0,0.025
363851,0,0.025
363853,0,0.025
363859,0,0.025
363860,0,0.025
363872,0,0.119
363874,0,0.025
363876,0,0.025
363883,0,0.025
363889,0,0.025
363914,0,0.025
363921,0,0.025
363923,0,0.025
363925,0,0.025
363950,0,0.025
363958,0,0.025
363996,1,0.910
364005,0,0.025
364011,0,0.025
364012,0,0.025
364019,0,0.025
364031,0,0.025
364093,0,0.025
364103,0,0.119
364126,1,0.982
364190,0,0.025
364217,0,0.025
364227,0,0.025
364239,0,0.025
364240,0,0.025
364253,0,0.025
364257,0,0.025
364289,0,0.025
364295,0,0.025
364309,0,0.025
364326,1,0.910
364340,1,0.982
364355,0,0.025
364363,0,0.119
364376,0,0.025
364380,0,0.025
364386,1,0.910
364394,0,0.025
364407,0,0.119
364422,1,0.910
364424,0,0.025
364430,0,0.025
364446,1,0.910
364484,0,0.025
364492,0,0.025
364505,0,0.025
364512,0,0.025
364537,0,0.025
364553,0,0.025
364563,0,0.025
364566,0,0.025
364632,0,0.025
364634,0,0.025
364638,0,0.025
364657,0,0.025
364677,0,0.025
364706,1,0.982
364717,0,0.025
364737,0,0.025
364762,0,0.025
364763,0,0.025
364800,0,0.025
364804,0,0.025
364806,0,0.025
364812,0,0.025
364824,0,0.025
364843,0,0.025
364847,0,0.025
364915,0,0.025
364916,0,0.119
364922,0,0.119
364924,0,0.025
364925,0,0.025
364941,0,0.025
364965,0,0.119
364970,0,0.025
364971,0,0.025
364997,0,0.025
365016,0,0.025
365019,1,0.910
365036,0,0.119
365051,1,0.910
365052,0,0.025
365076,0,0.025
365140,0,0.025
365143,0,0.025
365153,1,0.982
365163,1,0.982
365196,0,0.025
365222,0,0.025
365253,0,0.025
365297,0,0.025
365302,0,0.025
365316,0,0.025
365334,0,0.025
365400,1,0.982
365432,0,0.119
365506,0,0.025
365535,0,0.025
365591,0,0.025
365600,0,0.025
365605,0,0.025
365639,0,0.025
365650,0,0.025
365710,0,0.025
365720,0,0.025
365727,0,0.025
365740,0,0.025
365758,1,0.910
365766,0,0.025
365772,0,0.025
365775,0,0.025
365804,0,0.025
365829,0,0.025
365837,0,0.025
365841,0,0.025
365851,0,0.025
365874,0,0.025
365890,0,0.025
365910,1,0.910
365919,0,0.119
365935,0,0.119
365990,0,0.119
366012,0,0.025
366013,0,0.119
366045,0,0.025
366050,0,0.025
366057,0,0.025
366079,0,0.025
366086,0,0.025
366113,0,0.025
366134,0,0.025
366144,0,0.025
366148,0,0.025
366157,0,0.025
366171,0,0.025
366181,0,0.025
366222,0,0.025
366231,0,0.025
366235,0,0.025
366243,0,0.025
366249,0,0.025
366254,0,0.025
366269,0,0.025
366273,0,0.025
366300,0,0.025
366322,0,0.025
366333,1,0.910
366336,0,0.025
366346,0,0.025
366387,0,0.025
366388,0,0.119
366409,0,0.025
366418,0,0.119
366426,0,0.025
366430,0,0.025
366434,0,0.025
366438,0,0.025
366442,1,0.910
366444,0,0.025
366452,1,0.982
366459,0,0.025
366465,0,0.025
366472,0,0.119
366482,0,0.025
366501,0,0.025
366509,0,0.025
366529,0,0.025
366544,0,0.025
366558,1,0.982
366564,0,0.025
366565,0,0.025
366569,0,0.025
366579,0,0.119
366595,0,0.025
366614,0,0.025
366641,0,0.025
366643,0,0.025
366646,0,0.025
366650,0,0.025
366653,0,0.025
366657,0,0.025
366678,0,0.119
366709,0,0.025
366738,0,0.025
366820,0,0.025
366837,0,0.025
366858,0,0.025
366861,0,0.025
366887,0,0.025
366893,1,0.910
366925,0,0.025
366963,0,0.025
367031,0,0.025
367070,0,0.025
367081,0,0.025
367150,0,0.025
367170,0,0.025
367173,0,0.025
367174,0,0.025
367177,0,0.025
367196,0,0.025
367200,0,0.025
367242,1,0.910
367256,0,0.025
367260,0,0.025
367300,0,0.025
367316,0,0.025
367328,0,0.025
367350,0,0.025
367363,0,0.025
367364,0,0.025
367366,0,0.119
367398,0,0.025
367407,0,0.025
367420,0,0.025
367436,1,0.910
367486,0,0.025
367501,0,0.119
367506,0,0.119
367538,0,0.025
367550,0,0.025
367558,0,0.025
367564,0,0.025
367581,1,0.910
367585,0,0.025
367603,0,0.025
367607,0,0.025
367636,0,0.025
367676,0,0.025
367684,0,0.025
367695,0,0.025
367709,0,0.025
367713,0,0.025
367771,0,0.025
367803,0,0.025
367806,0,0.119
367834,0,0.025
367858,0,0.025
367884,1,0.910
367888,1,0.910
367900,0,0.025
367909,0,0.025
367912,0,0.025
367934,0,0.119
367962,0,0.025
367971,1,0.910
367991,0,0.025
368023,0,0.025
368036,0,0.025
368037,0,0.025
368105,0,0.025
368111,0,0.025
368147,0,0.025
368169,0,0.025
368201,0,0.025
368232,0,0.025
368247,0,0.025
368254,0,0.025
368255,0,0.025
368295,0,0.025
368318,0,0.025
368334,0,0.025
368377,1,0.910
368386,0,0.025
368494,0,0.025
368504,0,0.025
368536,0,0.119
368538,0,0.025
368546,0,0.025
368562,0,0.025
368602,0,0.025
368603,0,0.025
368668,0,0.025
368713,0,0.025
368719,0,0.025
368752,0,0.025
368761,0,0.025
368780,0,0.025
368789,0,0.025
368879,0,0.025
368927,0,0.025
368931,0,0.025
368947,0,0.119
368953,0,0.025
368966,1,0.910
368984,0,0.025
369007,1,0.910
369015,0,0.025
369019,1,0.910
