masked_customer_id,highbrow_wines_prediction,prediction_probability
352838,0,0.016
352839,0,0.005
352855,0,0.284
352889,0,0.420
352902,0,0.002
352910,0,0.053
352915,0,0.000
352919,0,0.000
352929,0,0.095
352932,0,0.000
352942,0,0.066
352965,0,0.003
353010,0,0.027
353014,0,0.073
353017,0,0.000
353019,0,0.003
353034,0,0.015
353047,0,0.003
353059,0,0.015
353068,0,0.001
353071,0,0.011
353086,0,0.017
353102,0,0.002
353161,0,0.055
353170,1,0.558
353177,0,0.002
353195,0,0.000
353257,0,0.083
353292,0,0.001
353317,0,0.054
353342,0,0.126
353344,0,0.002
353358,0,0.008
353371,0,0.003
353379,0,0.012
353398,0,0.054
353453,1,0.728
353456,0,0.482
353486,0,0.005
353509,0,0.294
353515,1,0.854
353548,0,0.009
353553,0,0.019
353562,1,0.874
353597,0,0.002
353619,0,0.000
353621,0,0.081
353624,0,0.025
353640,0,0.000
353644,0,0.005
353650,0,0.022
353671,0,0.002
353672,0,0.110
353675,0,0.381
353701,0,0.105
353709,0,0.015
353729,0,0.013
353746,0,0.003
353757,0,0.001
353761,0,0.001
353762,0,0.420
353786,0,0.011
353795,0,0.037
353801,0,0.029
353814,0,0.000
353827,0,0.228
353831,0,0.011
353850,0,0.000
353852,0,0.002
353856,0,0.023
353892,0,0.034
353894,0,0.001
353977,0,0.020
353986,0,0.175
353991,0,0.152
353995,0,0.340
353997,1,0.859
354006,0,0.028
354046,0,0.233
354050,0,0.059
354051,0,0.028
354057,0,0.223
354099,0,0.115
354103,0,0.002
354106,0,0.002
354118,0,0.009
354151,0,0.131
354154,1,0.878
354162,1,0.986
354171,0,0.007
354176,0,0.013
354191,0,0.001
354223,0,0.080
354225,0,0.122
354226,0,0.004
354260,1,0.654
354266,0,0.014
354279,0,0.003
354330,0,0.143
354333,0,0.001
354339,0,0.000
354352,0,0.004
354361,0,0.011
354372,0,0.033
354373,0,0.002
354384,0,0.000
354413,0,0.192
354414,0,0.004
354422,0,0.012
354435,0,0.046
354514,0,0.003
354570,0,0.011
354584,0,0.000
354636,0,0.006
354642,1,0.654
354656,0,0.001
354686,0,0.001
354694,0,0.001
354707,0,0.072
354740,0,0.004
354782,0,0.004
354810,0,0.241
354845,0,0.028
354887,1,0.902
354908,0,0.000
354934,0,0.081
354963,0,0.000
354965,0,0.034
354970,0,0.064
355002,1,0.719
355019,0,0.000
355062,0,0.002
355065,0,0.011
355087,0,0.006
355150,0,0.003
355211,0,0.134
355270,0,0.000
355276,0,0.001
355306,0,0.008
355315,0,0.001
355338,0,0.000
355373,0,0.017
355380,0,0.018
355384,0,0.000
355487,1,0.963
355500,0,0.027
355510,0,0.000
355524,0,0.216
355550,0,0.001
355552,0,0.000
355566,0,0.066
355574,0,0.005
355584,0,0.108
355597,0,0.004
355608,0,0.002
355621,0,0.007
355627,0,0.006
355638,0,0.003
355644,0,0.136
355660,0,0.257
355670,0,0.007
355691,0,0.020
355701,0,0.013
355727,0,0.051
355738,0,0.337
355751,0,0.000
355765,0,0.001
355772,0,0.004
355780,0,0.063
355797,1,0.950
355836,0,0.035
355840,0,0.012
355872,0,0.000
355875,0,0.000
355877,0,0.000
355890,0,0.009
355891,0,0.251
355898,0,0.024
355942,1,0.971
355954,0,0.000
355961,0,0.001
355967,1,0.667
355996,0,0.003
356001,0,0.038
356003,0,0.255
356004,0,0.007
356008,0,0.000
356028,0,0.029
356058,0,0.016
356071,0,0.002
356086,0,0.088
356095,0,0.005
356099,0,0.001
356101,0,0.125
356120,1,0.996
356127,0,0.038
356128,1,0.818
356161,0,0.369
356169,0,0.468
356203,0,0.010
356209,1,0.979
356231,0,0.048
356233,0,0.023
356234,0,0.000
356275,1,0.953
356318,0,0.035
356328,0,0.017
356329,0,0.011
356389,1,0.691
356432,0,0.005
356437,0,0.354
356443,0,0.215
356471,0,0.000
356478,0,0.050
356485,0,0.120
356509,0,0.012
356547,0,0.006
356556,0,0.005
356569,1,0.840
356583,1,0.913
356625,0,0.001
356640,0,0.052
356651,0,0.010
356654,0,0.438
356660,0,0.019
356661,0,0.033
356662,0,0.001
356680,0,0.125
356741,1,0.885
356767,0,0.025
356782,0,0.004
356794,0,0.052
356795,0,0.053
356832,0,0.079
356839,0,0.002
356845,0,0.058
356857,0,0.137
356894,0,0.009
356903,0,0.051
356906,0,0.044
356907,1,0.737
356917,0,0.003
356934,0,0.007
356950,0,0.003
357007,0,0.000
357018,1,0.786
357021,1,0.627
357112,0,0.018
357187,0,0.004
357217,1,0.826
357271,0,0.000
357295,0,0.008
357344,0,0.017
357356,0,0.024
357362,0,0.006
357367,0,0.000
357373,0,0.004
357382,0,0.001
357384,1,0.793
357390,0,0.209
357456,0,0.007
357459,0,0.003
357543,0,0.014
357554,0,0.462
357587,0,0.294
357616,0,0.043
357660,0,0.001
357664,0,0.105
357695,0,0.058
357789,0,0.247
357843,0,0.001
357883,0,0.004
357979,0,0.087
357996,1,0.962
357998,0,0.032
358020,0,0.001
358024,0,0.000
358029,0,0.000
358033,0,0.000
358058,0,0.000
358065,0,0.020
358071,0,0.016
358090,1,0.680
358097,0,0.047
358160,0,0.002
358199,0,0.029
358206,0,0.461
358230,0,0.004
358315,0,0.074
358350,0,0.008
358415,0,0.007
358446,0,0.016
358491,0,0.000
358502,0,0.002
358525,1,0.965
358576,0,0.018
358592,1,0.742
358602,0,0.251
358684,0,0.008
358741,0,0.010
358798,0,0.117
358839,0,0.053
358854,0,0.010
358861,0,0.073
358872,0,0.000
358889,0,0.000
358891,1,0.841
358894,0,0.025
358899,0,0.001
358908,0,0.000
358950,0,0.001
358963,0,0.013
358984,0,0.007
359079,0,0.177
359088,0,0.263
359089,0,0.035
359152,0,0.032
359167,0,0.006
359185,0,0.007
359219,0,0.090
359232,0,0.101
359255,0,0.457
359278,0,0.000
359279,0,0.001
359358,0,0.085
359377,0,0.031
359383,0,0.001
359384,0,0.001
359428,0,0.064
359440,0,0.043
359473,0,0.002
359526,0,0.478
359537,0,0.041
359629,0,0.000
359645,1,0.901
359649,0,0.056
359668,0,0.019
359679,0,0.052
359741,1,0.983
359831,0,0.041
359851,0,0.000
359855,0,0.018
359858,0,0.217
359874,0,0.008
359907,0,0.000
359908,0,0.082
359915,0,0.002
359920,0,0.018
359944,0,0.000
359953,0,0.362
359999,0,0.000
360028,0,0.000
360040,0,0.025
360046,0,0.001
360060,0,0.065
360078,0,0.059
360080,0,0.000
360100,1,0.688
360108,0,0.078
360126,0,0.001
360162,0,0.202
360171,0,0.000
360177,0,0.004
360233,0,0.024
360325,0,0.008
360343,0,0.000
360384,0,0.001
360390,0,0.000
360433,0,0.015
360465,0,0.000
360505,1,0.599
360506,0,0.019
360548,0,0.375
360570,1,0.755
360576,0,0.007
360581,0,0.037
360592,0,0.093
360614,0,0.045
360626,0,0.000
360648,0,0.255
360734,0,0.000
360792,0,0.002
360802,0,0.011
360844,0,0.002
360849,1,0.993
360876,0,0.417
360903,0,0.002
360921,1,0.996
361015,0,0.000
361038,0,0.010
361056,0,0.024
361066,0,0.000
361067,1,0.776
361087,0,0.386
361088,1,0.729
361135,0,0.000
361156,0,0.005
361164,0,0.117
361188,0,0.059
361191,0,0.021
361192,1,0.613
361236,0,0.000
361264,0,0.001
361266,0,0.000
361287,0,0.175
361304,0,0.001
361393,0,0.027
361398,0,0.013
361434,1,0.594
361444,0,0.134
361483,0,0.002
361506,0,0.011
361521,0,0.001
361550,0,0.010
361584,0,0.001
361611,0,0.002
361626,0,0.010
361629,0,0.003
361633,0,0.032
361647,1,0.957
361660,0,0.010
361716,0,0.004
361725,0,0.424
361788,0,0.050
361850,0,0.366
361913,0,0.409
361956,0,0.004
361963,0,0.001
362011,0,0.000
362025,0,0.001
362038,0,0.016
362061,0,0.001
362071,0,0.002
362072,0,0.171
362076,0,0.130
362107,0,0.022
362163,0,0.018
362168,1,0.910
362221,0,0.031
362228,0,0.105
362256,0,0.000
362290,0,0.014
362302,0,0.002
362334,0,0.000
362348,0,0.012
362364,0,0.000
362400,1,0.513
362406,0,0.052
362425,0,0.011
362488,0,0.022
362499,0,0.000
362501,0,0.001
362504,0,0.005
362505,0,0.003
362526,0,0.000
362531,0,0.000
362534,0,0.002
362542,0,0.028
362554,0,0.114
362564,0,0.004
362568,0,0.029
362620,0,0.017
362649,0,0.000
362670,0,0.003
362709,0,0.009
362726,0,0.003
362742,1,0.864
362778,0,0.000
362802,0,0.002
362833,0,0.014
362869,0,0.000
362874,0,0.034
362913,0,0.035
362927,1,0.926
362967,0,0.015
363040,0,0.004
363062,0,0.019
363073,0,0.110
363088,0,0.060
363089,0,0.219
363090,0,0.008
363105,0,0.024
363121,0,0.192
363128,0,0.002
363144,1,0.531
363166,0,0.218
363192,0,0.033
363195,1,0.621
363200,0,0.000
363202,0,0.311
363204,0,0.101
363223,1,0.922
363228,0,0.005
363236,0,0.001
363274,0,0.001
363288,0,0.106
363323,0,0.002
363332,0,0.078
363351,0,0.013
363352,0,0.002
363359,0,0.032
363365,0,0.006
363387,0,0.000
363407,0,0.010
363473,0,0.003
363484,0,0.058
363492,0,0.017
363520,0,0.002
363522,0,0.000
363526,0,0.006
363530,0,0.000
363550,0,0.000
363572,0,0.030
363576,0,0.019
363592,0,0.003
363593,0,0.010
363622,0,0.015
363626,0,0.004
363636,0,0.002
363639,0,0.037
363646,0,0.175
363697,0,0.000
363702,0,0.005
363738,0,0.028
363775,0,0.319
363782,0,0.000
363811,0,0.273
363840,0,0.000
363851,0,0.044
363853,0,0.000
363859,0,0.001
363860,0,0.000
363872,0,0.257
363874,0,0.072
363876,0,0.003
363883,0,0.001
363889,1,0.539
363914,0,0.183
363921,0,0.002
363923,0,0.001
363925,0,0.000
363950,0,0.010
363958,0,0.007
363996,0,0.071
364005,0,0.000
364011,0,0.004
364012,0,0.000
364019,0,0.001
364031,0,0.023
364093,0,0.003
364103,0,0.004
364126,0,0.153
364190,0,0.006
364217,0,0.010
364227,0,0.121
364239,0,0.065
364240,0,0.295
364253,0,0.030
364257,0,0.057
364289,0,0.090
364295,0,0.082
364309,0,0.111
364326,1,0.983
364340,0,0.429
364355,0,0.002
364363,0,0.012
364376,0,0.003
364380,0,0.000
364386,0,0.140
364394,0,0.001
364407,0,0.012
364422,1,0.502
364424,0,0.000
364430,0,0.004
364446,0,0.318
364484,0,0.000
364492,0,0.007
364505,0,0.005
364512,0,0.009
364537,0,0.095
364553,0,0.004
364563,0,0.019
364566,0,0.002
364632,0,0.002
364634,0,0.092
364638,0,0.007
364657,0,0.003
364677,0,0.258
364706,1,0.969
364717,0,0.002
364737,0,0.001
364762,0,0.004
364763,0,0.003
364800,0,0.008
364804,0,0.001
364806,0,0.000
364812,0,0.001
364824,0,0.000
364843,0,0.002
364847,0,0.058
364915,0,0.034
364916,0,0.156
364922,0,0.001
364924,0,0.028
364925,0,0.026
364941,0,0.002
364965,0,0.000
364970,0,0.075
364971,0,0.002
364997,0,0.040
365016,0,0.021
365019,1,0.995
365036,0,0.020
365051,0,0.475
365052,0,0.001
365076,0,0.105
365140,0,0.012
365143,0,0.006
365153,1,0.966
365163,1,0.989
365196,0,0.008
365222,0,0.005
365253,0,0.005
365297,0,0.277
365302,0,0.018
365316,0,0.000
365334,0,0.019
365400,1,0.630
365432,0,0.251
365506,0,0.022
365535,0,0.103
365591,0,0.001
365600,0,0.005
365605,0,0.018
365639,0,0.000
365650,0,0.011
365710,0,0.003
365720,0,0.000
365727,0,0.035
365740,0,0.021
365758,1,0.742
365766,0,0.016
365772,0,0.009
365775,0,0.003
365804,0,0.065
365829,0,0.007
365837,0,0.000
365841,0,0.001
365851,0,0.095
365874,0,0.000
365890,0,0.000
365910,1,0.526
365919,0,0.009
365935,0,0.002
365990,1,0.523
366012,0,0.000
366013,0,0.015
366045,0,0.019
366050,0,0.116
366057,0,0.003
366079,0,0.076
366086,0,0.005
366113,1,0.608
366134,0,0.000
366144,0,0.055
366148,0,0.002
366157,0,0.000
366171,0,0.001
366181,0,0.044
366222,0,0.004
366231,0,0.029
366235,0,0.000
366243,0,0.002
366249,0,0.001
366254,0,0.362
366269,0,0.001
366273,0,0.179
366300,0,0.018
366322,0,0.093
366333,0,0.441
366336,0,0.004
366346,0,0.002
366387,0,0.000
366388,1,0.754
366409,0,0.007
366418,0,0.303
366426,0,0.119
366430,0,0.001
366434,0,0.085
366438,0,0.001
366442,1,0.840
366444,0,0.013
366452,1,0.840
366459,0,0.046
366465,0,0.002
366472,1,0.696
366482,0,0.000
366501,0,0.002
366509,0,0.001
366529,0,0.013
366544,0,0.476
366558,1,0.847
366564,0,0.003
366565,0,0.480
366569,0,0.025
366579,0,0.000
366595,0,0.007
366614,0,0.002
366641,0,0.000
366643,1,0.625
366646,0,0.000
366650,0,0.027
366653,0,0.026
366657,0,0.000
366678,0,0.004
366709,0,0.000
366738,0,0.030
366820,0,0.002
366837,0,0.001
366858,0,0.005
366861,0,0.005
366887,0,0.001
366893,1,0.909
366925,0,0.003
366963,0,0.025
367031,0,0.004
367070,0,0.005
367081,0,0.003
367150,0,0.003
367170,0,0.428
367173,0,0.237
367174,0,0.001
367177,0,0.005
367196,0,0.001
367200,0,0.000
367242,1,0.961
367256,0,0.001
367260,0,0.073
367300,0,0.116
367316,0,0.001
367328,0,0.000
367350,0,0.009
367363,0,0.000
367364,0,0.001
367366,0,0.004
367398,0,0.005
367407,0,0.036
367420,0,0.043
367436,1,0.651
367486,0,0.024
367501,0,0.193
367506,0,0.001
367538,0,0.002
367550,0,0.008
367558,1,0.568
367564,0,0.232
367581,1,0.625
367585,0,0.000
367603,0,0.021
367607,0,0.030
367636,0,0.000
367676,0,0.000
367684,0,0.228
367695,0,0.009
367709,0,0.145
367713,0,0.071
367771,0,0.005
367803,0,0.018
367806,0,0.000
367834,0,0.004
367858,0,0.000
367884,1,0.824
367888,1,0.895
367900,0,0.027
367909,0,0.008
367912,0,0.006
367934,0,0.002
367962,0,0.023
367971,0,0.462
367991,1,0.615
368023,0,0.036
368036,1,0.530
368037,0,0.001
368105,0,0.001
368111,0,0.010
368147,0,0.029
368169,0,0.006
368201,0,0.013
368232,0,0.000
368247,0,0.077
368254,0,0.094
368255,0,0.001
368295,0,0.000
368318,0,0.004
368334,0,0.071
368377,0,0.333
368386,0,0.005
368494,0,0.039
368504,0,0.005
368536,1,0.644
368538,0,0.002
368546,0,0.108
368562,0,0.002
368602,0,0.003
368603,0,0.011
368668,0,0.006
368713,0,0.000
368719,0,0.044
368752,0,0.001
368761,0,0.000
368780,0,0.118
368789,0,0.001
368879,0,0.001
368927,0,0.003
368931,0,0.000
368947,0,0.466
368953,0,0.097
368966,0,0.228
368984,1,0.855
369007,0,0.151
369015,0,0.019
369019,1,0.969
